교과,지역,원본값,연도,배치,지원,커트라인
전문상담,포천,,2024,0,0,0.0
보건,포천,,2024,0,0,0.0
사서,포천,,2024,0,0,0.0
도덕윤리,가평,,2024,0,0,0.0
국어,가평,3/3(4.0),2024,3,3,4.0
수학,가평,,2024,0,0,0.0
일반사회,가평,1/1(10.0),2024,1,1,10.0
역사,가평,,2024,0,0,0.0
지리,가평,,2024,0,0,0.0
통합사회,가평,,2024,0,0,0.0
물리,가평,2/2(1.0),2024,2,2,1.0
화학,가평,,2024,0,0,0.0
생물,가평,,2024,0,0,0.0
지구과학,가평,,2024,0,0,0.0
통합과학,가평,,2024,0,0,0.0
체육,가평,1/1,2024,1,1,0.0
음악,가평,,2024,0,0,0.0
미술,가평,1/1(2.0),2024,1,1,2.0
한문,가평,1/1(8.6),2024,1,1,8.6
영어,가평,2/2(4.6),2024,2,2,4.6
일본어,가평,1/1(5.0),2024,1,1,5.0
중국어,가평,,2024,0,0,0.0
독일어,가평,,2024,0,0,0.0
프랑스어,가평,,2024,0,0,0.0
러시아어,가평,,2024,0,0,0.0
스페인어,가평,,2024,0,0,0.0
아랍어,가평,,2024,0,0,0.0
기술가정,가평,,2024,0,0,0.0
기술,가평,,2024,0,0,0.0
가정,가평,,2024,0,0,0.0
농업,가평,,2024,0,0,0.0
임업,가평,,2024,0,0,0.0
원예,가평,,2024,0,0,0.0
조경,가평,,2024,0,0,0.0
식물자원조경,가평,,2024,0,0,0.0
축산,가평,,2024,0,0,0.0
잠업,가평,,2024,0,0,0.0
동물자원,가평,,2024,0,0,0.0
식품가공,가평,,2024,0,0,0.0
농토목,가평,,2024,0,0,0.0
농업기계,가평,,2024,0,0,0.0
농기계,가평,,2024,0,0,0.0
농업토목,가평,,2024,0,0,0.0
농공,가평,,2024,0,0,0.0
공업,가평,,2024,0,0,0.0
건축,가평,,2024,0,0,0.0
토목,가평,,2024,0,0,0.0
건설,가평,,2024,0,0,0.0
전기,가평,,2024,0,0,0.0
전자,가평,,2024,0,0,0.0
통신,가평,,2024,0,0,0.0
전기전자통신,가평,1/1(4.6),2024,1,1,4.6
화공,가평,,2024,0,0,0.0
섬유,가평,,2024,0,0,0.0
화공섬유,가평,,2024,0,0,0.0
금속,가평,,2024,0,0,0.0
기계,가평,,2024,0,0,0.0
재료,가평,,2024,0,0,0.0
자동차,가평,,2024,0,0,0.0
기계금속,가평,,2024,0,0,0.0
환경,가평,,2024,0,0,0.0
상업정보,가평,,2024,0,0,0.0
공예,가평,,2024,0,0,0.0
디자인,가평,,2024,0,0,0.0
디자인공예,가평,,2024,0,0,0.0
정보컴퓨터,가평,2/2(4.6),2024,2,2,4.6
전자계산,가평,,2024,0,0,0.0
의상,가평,,2024,0,0,0.0
철학,가평,,2024,0,0,0.0
관광,가평,,2024,0,0,0.0
요업,가평,,2024,0,0,0.0
세라믹,가평,,2024,0,0,0.0
농산물유통,가평,,2024,0,0,0.0
미용,가평,,2024,0,0,0.0
조리,가평,,2024,0,0,0.0
연극영화,가평,,2024,0,0,0.0
만화,가평,,2024,0,0,0.0
심리학,가평,,2024,0,0,0.0
진로진학상담,가평,,2024,0,0,0.0
전문상담,가평,,2024,0,0,0.0
보건,가평,,2024,0,0,0.0
사서,가평,,2024,0,0,0.0
도덕윤리,수원,18/18(2.0),2025,18,18,2.0
국어,수원,59/59(2.0),2025,59,59,2.0
수학,수원,54/54(2.0),2025,54,54,2.0
일반사회,수원,13/13(2.0),2025,13,13,2.0
역사,수원,22/27(4.0),2025,22,27,4.0
지리,수원,13/13(4.0),2025,13,13,4.0
통합사회,수원,1/1(4.0),2025,1,1,4.0
물리,수원,14/14(1.11),2025,14,14,1.11
화학,수원,17/17(2.0),2025,17,17,2.0
생물,수원,19/19(2.0),2025,19,19,2.0
지구과학,수원,14/14(3.6),2025,14,14,3.6
통합과학,수원,6/7(3.10),2025,6,7,3.1
체육,수원,27/27(2.0),2025,27,27,2.0
음악,수원,20/25(3.6),2025,20,25,3.6
미술,수원,8/8(3.0),2025,8,8,3.0
한문,수원,9/13(5.0),2025,9,13,5.0
영어,수원,48/48(2.0),2025,48,48,2.0
일본어,수원,7/9(4.0),2025,7,9,4.0
중국어,수원,8/8(4.0),2025,8,8,4.0
독일어,수원,,2025,0,0,0.0
프랑스어,수원,,2025,0,0,0.0
러시아어,수원,1/1(6.0),2025,1,1,6.0
스페인어,수원,,2025,0,0,0.0
아랍어,수원,,2025,0,0,0.0
기술가정,수원,,2025,0,0,0.0
기술,수원,14/14(2.0),2025,14,14,2.0
가정,수원,6/6(2.7),2025,6,6,2.7
농업,수원,,2025,0,0,0.0
임업,수원,,2025,0,0,0.0
원예,수원,,2025,0,0,0.0
조경,수원,,2025,0,0,0.0
식물자원조경,수원,4/6(9.0),2025,4,6,9.0
축산,수원,,2025,0,0,0.0
잠업,수원,,2025,0,0,0.0
동물자원,수원,1/1(7.0),2025,1,1,7.0
식품가공,수원,3/3(10.1),2025,3,3,10.1
농토목,수원,,2025,0,0,0.0
농업기계,수원,,2025,0,0,0.0
농기계,수원,,2025,0,0,0.0
농업토목,수원,,2025,0,0,0.0
농공,수원,,2025,0,0,0.0
공업,수원,,2025,0,0,0.0
건축,수원,,2025,0,0,0.0
토목,수원,,2025,0,0,0.0
건설,수원,,2025,0,0,0.0
전기,수원,,2025,0,0,0.0
전자,수원,,2025,0,0,0.0
통신,수원,,2025,0,0,0.0
전기전자통신,수원,2/2,2025,2,2,0.0
화공,수원,,2025,0,0,0.0
섬유,수원,,2025,0,0,0.0
화공섬유,수원,,2025,0,0,0.0
금속,수원,,2025,0,0,0.0
기계,수원,,2025,0,0,0.0
재료,수원,,2025,0,0,0.0
자동차,수원,,2025,0,0,0.0
기계금속,수원,4/4(5.2),2025,4,4,5.2
환경,수원,,2025,0,0,0.0
상업정보,수원,,2025,0,0,0.0
공예,수원,,2025,0,0,0.0
디자인,수원,,2025,0,0,0.0
디자인공예,수원,1/1(5.0),2025,1,1,5.0
정보컴퓨터,수원,11/11(2.7),2025,11,11,2.7
전자계산,수원,,2025,0,0,0.0
의상,수원,,2025,0,0,0.0
철학,수원,,2025,0,0,0.0
관광,수원,,2025,0,0,0.0
요업,수원,,2025,0,0,0.0
세라믹,수원,,2025,0,0,0.0
농산물유통,수원,,2025,0,0,0.0
미용,수원,,2025,0,0,0.0
조리,수원,,2025,0,0,0.0
연극영화,수원,,2025,0,0,0.0
만화,수원,,2025,0,0,0.0
심리학,수원,,2025,0,0,0.0
진로진학상담,수원,5/5(3.1),2025,5,5,3.1
전문상담,수원,5/13(5.0),2025,5,13,5.0
보건,수원,7/12(4.0),2025,7,12,4.0
사서,수원,1/1(6.0),2025,1,1,6.0
도덕윤리,성남,11/11(2.7),2025,11,11,2.7
국어,성남,37/37(2.6),2025,37,37,2.6
수학,성남,36/36(2.0),2025,36,36,2.0
일반사회,성남,10/10(3.8),2025,10,10,3.8
역사,성남,6/9(4.6),2025,6,9,4.6
지리,성남,5/5(4.0),2025,5,5,4.0
통합사회,성남,2/2(5.0),2025,2,2,5.0
물리,성남,11/11(2.0),2025,11,11,2.0
화학,성남,5/8(4.1),2025,5,8,4.1
생물,성남,11/11(3.0),2025,11,11,3.0
지구과학,성남,5/5(4.0),2025,5,5,4.0
통합과학,성남,2/6(7.6),2025,2,6,7.6
체육,성남,16/16(3.0),2025,16,16,3.0
음악,성남,7/17(5.0),2025,7,17,5.0
미술,성남,11/20(4.2),2025,11,20,4.2
한문,성남,6/6(3.0),2025,6,6,3.0
영어,성남,35/35(4.0),2025,35,35,4.0
일본어,성남,4/5(5.2),2025,4,5,5.2
중국어,성남,5/8(5.0),2025,5,8,5.0
독일어,성남,,2025,0,0,0.0
프랑스어,성남,,2025,0,0,0.0
러시아어,성남,,2025,0,0,0.0
스페인어,성남,,2025,0,0,0.0
아랍어,성남,,2025,0,0,0.0
기술가정,성남,,2025,0,0,0.0
기술,성남,4/8(6.0),2025,4,8,6.0
가정,성남,4/6(4.1),2025,4,6,4.1
농업,성남,,2025,0,0,0.0
임업,성남,,2025,0,0,0.0
원예,성남,,2025,0,0,0.0
조경,성남,,2025,0,0,0.0
식물자원조경,성남,,2025,0,0,0.0
축산,성남,,2025,0,0,0.0
잠업,성남,,2025,0,0,0.0
동물자원,성남,,2025,0,0,0.0
식품가공,성남,,2025,0,0,0.0
농토목,성남,,2025,0,0,0.0
농업기계,성남,,2025,0,0,0.0
농기계,성남,,2025,0,0,0.0
농업토목,성남,,2025,0,0,0.0
농공,성남,,2025,0,0,0.0
공업,성남,,2025,0,0,0.0
건축,성남,,2025,0,0,0.0
토목,성남,,2025,0,0,0.0
건설,성남,,2025,0,0,0.0
전기,성남,1/1(7.0),2025,1,1,7.0
전자,성남,1/1(3.7),2025,1,1,3.7
통신,성남,,2025,0,0,0.0
전기전자통신,성남,,2025,0,0,0.0
화공,성남,1/1(4.0),2025,1,1,4.0
섬유,성남,,2025,0,0,0.0
화공섬유,성남,,2025,0,0,0.0
금속,성남,,2025,0,0,0.0
기계,성남,,2025,0,0,0.0
재료,성남,,2025,0,0,0.0
자동차,성남,,2025,0,0,0.0
기계금속,성남,2/2(3.0),2025,2,2,3.0
환경,성남,,2025,0,0,0.0
상업정보,성남,2/10(6.0),2025,2,10,6.0
공예,성남,,2025,0,0,0.0
디자인,성남,,2025,0,0,0.0
디자인공예,성남,,2025,0,0,0.0
정보컴퓨터,성남,10/10(2.0),2025,10,10,2.0
전자계산,성남,,2025,0,0,0.0
의상,성남,,2025,0,0,0.0
철학,성남,,2025,0,0,0.0
관광,성남,4/4(2.0),2025,4,4,2.0
요업,성남,,2025,0,0,0.0
세라믹,성남,,2025,0,0,0.0
농산물유통,성남,,2025,0,0,0.0
미용,성남,,2025,0,0,0.0
조리,성남,1/1(4.0),2025,1,1,4.0
연극영화,성남,,2025,0,0,0.0
만화,성남,,2025,0,0,0.0
심리학,성남,,2025,0,0,0.0
진로진학상담,성남,,2025,0,0,0.0
전문상담,성남,1/12(6.9),2025,1,12,6.9
보건,성남,7/16(5.0),2025,7,16,5.0
사서,성남,1/1(4.6),2025,1,1,4.6
도덕윤리,안양,12/12(2.7),2025,12,12,2.7
국어,안양,35/44(5.0),2025,35,44,5.0
수학,안양,28/43(5.0),2025,28,43,5.0
일반사회,안양,9/9(2.0),2025,9,9,2.0
역사,안양,12/16(5.2),2025,12,16,5.2
지리,안양,9/10(4.0),2025,9,10,4.0
통합사회,안양,4/5(3.0),2025,4,5,3.0
물리,안양,10/13(5.4),2025,10,13,5.4
화학,안양,4/4(2.0),2025,4,4,2.0
생물,안양,7/7(3.0),2025,7,7,3.0
지구과학,안양,1/4(5.10),2025,1,4,5.1
통합과학,안양,3/4(6.6),2025,3,4,6.6
체육,안양,20/20(1.9),2025,20,20,1.9
음악,안양,5/11(6.0),2025,5,11,6.0
미술,안양,5/15(7.6),2025,5,15,7.6
한문,안양,4/8(5.6),2025,4,8,5.6
영어,안양,18/32(5.0),2025,18,32,5.0
일본어,안양,3/7(6.6),2025,3,7,6.6
중국어,안양,1/7(4.0),2025,1,7,4.0
독일어,안양,,2025,0,0,0.0
프랑스어,안양,,2025,0,0,0.0
러시아어,안양,,2025,0,0,0.0
스페인어,안양,,2025,0,0,0.0
아랍어,안양,,2025,0,0,0.0
기술가정,안양,,2025,0,0,0.0
기술,안양,6/6(3.10),2025,6,6,3.1
가정,안양,4/5(5.2),2025,4,5,5.2
농업,안양,,2025,0,0,0.0
임업,안양,,2025,0,0,0.0
원예,안양,,2025,0,0,0.0
조경,안양,,2025,0,0,0.0
식물자원조경,안양,,2025,0,0,0.0
축산,안양,,2025,0,0,0.0
잠업,안양,,2025,0,0,0.0
동물자원,안양,,2025,0,0,0.0
식품가공,안양,,2025,0,0,0.0
농토목,안양,,2025,0,0,0.0
농업기계,안양,,2025,0,0,0.0
농기계,안양,,2025,0,0,0.0
농업토목,안양,,2025,0,0,0.0
농공,안양,,2025,0,0,0.0
공업,안양,,2025,0,0,0.0
건축,안양,,2025,0,0,0.0
토목,안양,,2025,0,0,0.0
건설,안양,2/2(5.0),2025,2,2,5.0
전기,안양,1/2(9.9),2025,1,2,9.9
전자,안양,,2025,0,0,0.0
통신,안양,,2025,0,0,0.0
전기전자통신,안양,5/5(4.0),2025,5,5,4.0
화공,안양,1/1(2.7),2025,1,1,2.7
섬유,안양,,2025,0,0,0.0
화공섬유,안양,2/2(5.0),2025,2,2,5.0
금속,안양,,2025,0,0,0.0
기계,안양,,2025,0,0,0.0
재료,안양,,2025,0,0,0.0
자동차,안양,,2025,0,0,0.0
기계금속,안양,,2025,0,0,0.0
환경,안양,,2025,0,0,0.0
상업정보,안양,3/6(5.6),2025,3,6,5.6
공예,안양,,2025,0,0,0.0
디자인,안양,,2025,0,0,0.0
디자인공예,안양,1/1(5.0),2025,1,1,5.0
정보컴퓨터,안양,5/5(2.0),2025,5,5,2.0
전자계산,안양,,2025,0,0,0.0
의상,안양,,2025,0,0,0.0
철학,안양,,2025,0,0,0.0
관광,안양,,2025,0,0,0.0
요업,안양,,2025,0,0,0.0
세라믹,안양,,2025,0,0,0.0
농산물유통,안양,,2025,0,0,0.0
미용,안양,,2025,0,0,0.0
조리,안양,,2025,0,0,0.0
연극영화,안양,,2025,0,0,0.0
만화,안양,,2025,0,0,0.0
심리학,안양,,2025,0,0,0.0
진로진학상담,안양,5/6(3.0),2025,5,6,3.0
전문상담,안양,2/5(9.0),2025,2,5,9.0
보건,안양,5/9(3.0),2025,5,9,3.0
사서,안양,1/1(7.0),2025,1,1,7.0
도덕윤리,부천,13/13(2.0),2025,13,13,2.0
국어,부천,36/36(1.3),2025,36,36,1.3
수학,부천,36/36(2.0),2025,36,36,2.0
일반사회,부천,10/10(2.6),2025,10,10,2.6
역사,부천,12/12(2.7),2025,12,12,2.7
지리,부천,3/3(2.0),2025,3,3,2.0
통합사회,부천,4/4(4.0),2025,4,4,4.0
물리,부천,4/4(6.0),2025,4,4,6.0
화학,부천,5/5(2.7),2025,5,5,2.7
생물,부천,11/11(2.0),2025,11,11,2.0
지구과학,부천,3/3(5.0),2025,3,3,5.0
통합과학,부천,7/7(2.0),2025,7,7,2.0
체육,부천,10/10(2.0),2025,10,10,2.0
음악,부천,6/6(3.0),2025,6,6,3.0
미술,부천,10/10(2.7),2025,10,10,2.7
한문,부천,4/6(4.4),2025,4,6,4.4
영어,부천,31/31(2.0),2025,31,31,2.0
일본어,부천,7/7(3.0),2025,7,7,3.0
중국어,부천,3/5(5.0),2025,3,5,5.0
독일어,부천,,2025,0,0,0.0
프랑스어,부천,,2025,0,0,0.0
러시아어,부천,,2025,0,0,0.0
스페인어,부천,,2025,0,0,0.0
아랍어,부천,,2025,0,0,0.0
기술가정,부천,,2025,0,0,0.0
기술,부천,4/4(1.0),2025,4,4,1.0
가정,부천,8/8(2.7),2025,8,8,2.7
농업,부천,,2025,0,0,0.0
임업,부천,,2025,0,0,0.0
원예,부천,,2025,0,0,0.0
조경,부천,,2025,0,0,0.0
식물자원조경,부천,,2025,0,0,0.0
축산,부천,,2025,0,0,0.0
잠업,부천,,2025,0,0,0.0
동물자원,부천,,2025,0,0,0.0
식품가공,부천,,2025,0,0,0.0
농토목,부천,,2025,0,0,0.0
농업기계,부천,,2025,0,0,0.0
농기계,부천,,2025,0,0,0.0
농업토목,부천,,2025,0,0,0.0
농공,부천,,2025,0,0,0.0
공업,부천,,2025,0,0,0.0
건축,부천,,2025,0,0,0.0
토목,부천,,2025,0,0,0.0
건설,부천,2/2(3.10),2025,2,2,3.1
전기,부천,,2025,0,0,0.0
전자,부천,,2025,0,0,0.0
통신,부천,,2025,0,0,0.0
전기전자통신,부천,2/2(5.0),2025,2,2,5.0
화공,부천,,2025,0,0,0.0
섬유,부천,,2025,0,0,0.0
화공섬유,부천,1/1(6.6),2025,1,1,6.6
금속,부천,,2025,0,0,0.0
기계,부천,,2025,0,0,0.0
재료,부천,,2025,0,0,0.0
자동차,부천,,2025,0,0,0.0
기계금속,부천,3/3(13.0),2025,3,3,13.0
환경,부천,,2025,0,0,0.0
상업정보,부천,4/10(5.0),2025,4,10,5.0
공예,부천,,2025,0,0,0.0
디자인,부천,,2025,0,0,0.0
디자인공예,부천,,2025,0,0,0.0
정보컴퓨터,부천,3/3(2.0),2025,3,3,2.0
전자계산,부천,,2025,0,0,0.0
의상,부천,,2025,0,0,0.0
철학,부천,,2025,0,0,0.0
관광,부천,,2025,0,0,0.0
요업,부천,,2025,0,0,0.0
세라믹,부천,,2025,0,0,0.0
농산물유통,부천,,2025,0,0,0.0
미용,부천,,2025,0,0,0.0
조리,부천,,2025,0,0,0.0
연극영화,부천,,2025,0,0,0.0
만화,부천,,2025,0,0,0.0
심리학,부천,,2025,0,0,0.0
진로진학상담,부천,7/10(3.0),2025,7,10,3.0
전문상담,부천,4/5(4.2),2025,4,5,4.2
보건,부천,5/5(3.0),2025,5,5,3.0
사서,부천,,2025,0,0,0.0
도덕윤리,광명,12/13(3.3),2025,12,13,3.3
국어,광명,19/44(5.8),2025,19,44,5.8
수학,광명,13/35(6.9),2025,13,35,6.9
일반사회,광명,6/8(4.0),2025,6,8,4.0
역사,광명,6/16(5.2),2025,6,16,5.2
지리,광명,5/6(5.0),2025,5,6,5.0
통합사회,광명,2/2(2.0),2025,2,2,2.0
물리,광명,4/5(4.6),2025,4,5,4.6
화학,광명,3/6(4.0),2025,3,6,4.0
생물,광명,4/4(5.0),2025,4,4,5.0
지구과학,광명,2/4(4.2),2025,2,4,4.2
통합과학,광명,4/4(2.0),2025,4,4,2.0
체육,광명,12/15(3.6),2025,12,15,3.6
음악,광명,3/12(7.6),2025,3,12,7.6
미술,광명,2/10(6.6),2025,2,10,6.6
한문,광명,3/4(7.0),2025,3,4,7.0
영어,광명,17/37(6.1),2025,17,37,6.1
일본어,광명,2/4(4.9),2025,2,4,4.9
중국어,광명,4/7(6.4),2025,4,7,6.4
독일어,광명,,2025,0,0,0.0
프랑스어,광명,,2025,0,0,0.0
러시아어,광명,,2025,0,0,0.0
스페인어,광명,,2025,0,0,0.0
아랍어,광명,,2025,0,0,0.0
기술가정,광명,,2025,0,0,0.0
기술,광명,1/1(4.7),2025,1,1,4.7
가정,광명,2/11(5.6),2025,2,11,5.6
농업,광명,,2025,0,0,0.0
임업,광명,,2025,0,0,0.0
원예,광명,,2025,0,0,0.0
조경,광명,,2025,0,0,0.0
식물자원조경,광명,,2025,0,0,0.0
축산,광명,,2025,0,0,0.0
잠업,광명,,2025,0,0,0.0
동물자원,광명,,2025,0,0,0.0
식품가공,광명,,2025,0,0,0.0
농토목,광명,,2025,0,0,0.0
농업기계,광명,,2025,0,0,0.0
농기계,광명,,2025,0,0,0.0
농업토목,광명,,2025,0,0,0.0
농공,광명,,2025,0,0,0.0
공업,광명,,2025,0,0,0.0
건축,광명,,2025,0,0,0.0
토목,광명,,2025,0,0,0.0
건설,광명,,2025,0,0,0.0
전기,광명,,2025,0,0,0.0
전자,광명,,2025,0,0,0.0
통신,광명,,2025,0,0,0.0
전기전자통신,광명,,2025,0,0,0.0
화공,광명,,2025,0,0,0.0
섬유,광명,,2025,0,0,0.0
화공섬유,광명,,2025,0,0,0.0
금속,광명,,2025,0,0,0.0
기계,광명,,2025,0,0,0.0
재료,광명,,2025,0,0,0.0
자동차,광명,,2025,0,0,0.0
기계금속,광명,,2025,0,0,0.0
환경,광명,,2025,0,0,0.0
상업정보,광명,2/3(4.0),2025,2,3,4.0
공예,광명,,2025,0,0,0.0
디자인,광명,,2025,0,0,0.0
디자인공예,광명,,2025,0,0,0.0
정보컴퓨터,광명,2/2(4.6),2025,2,2,4.6
전자계산,광명,,2025,0,0,0.0
의상,광명,,2025,0,0,0.0
철학,광명,,2025,0,0,0.0
관광,광명,,2025,0,0,0.0
요업,광명,,2025,0,0,0.0
세라믹,광명,,2025,0,0,0.0
농산물유통,광명,,2025,0,0,0.0
미용,광명,,2025,0,0,0.0
조리,광명,,2025,0,0,0.0
연극영화,광명,1/1(4.0),2025,1,1,4.0
만화,광명,,2025,0,0,0.0
심리학,광명,,2025,0,0,0.0
진로진학상담,광명,3/6(3.10),2025,3,6,3.1
전문상담,광명,1/5(7.6),2025,1,5,7.6
보건,광명,2/7(6.0),2025,2,7,6.0
사서,광명,,2025,0,0,0.0
도덕윤리,안산,2/2(2.0),2025,2,2,2.0
국어,안산,11/11(2.0),2025,11,11,2.0
수학,안산,10/10(0.0),2025,10,10,0.0
일반사회,안산,2/2(3.0),2025,2,2,3.0
역사,안산,3/3(2.7),2025,3,3,2.7
지리,안산,,2025,0,0,0.0
통합사회,안산,,2025,0,0,0.0
물리,안산,2/2(1.3),2025,2,2,1.3
화학,안산,4/4(2.6),2025,4,4,2.6
생물,안산,1/1,2025,1,1,0.0
지구과학,안산,2/2(1.0),2025,2,2,1.0
통합과학,안산,1/1(6.6),2025,1,1,6.6
체육,안산,11/11(1.0),2025,11,11,1.0
음악,안산,2/2(4.0),2025,2,2,4.0
미술,안산,1/1(3.0),2025,1,1,3.0
한문,안산,2/2(3.0),2025,2,2,3.0
영어,안산,4/4(2.0),2025,4,4,2.0
일본어,안산,,2025,0,0,0.0
중국어,안산,,2025,0,0,0.0
독일어,안산,,2025,0,0,0.0
프랑스어,안산,,2025,0,0,0.0
러시아어,안산,,2025,0,0,0.0
스페인어,안산,,2025,0,0,0.0
아랍어,안산,,2025,0,0,0.0
기술가정,안산,,2025,0,0,0.0
기술,안산,3/3(4.0),2025,3,3,4.0
가정,안산,1/1(9.0),2025,1,1,9.0
농업,안산,,2025,0,0,0.0
임업,안산,,2025,0,0,0.0
원예,안산,,2025,0,0,0.0
조경,안산,,2025,0,0,0.0
식물자원조경,안산,,2025,0,0,0.0
축산,안산,,2025,0,0,0.0
잠업,안산,,2025,0,0,0.0
동물자원,안산,,2025,0,0,0.0
식품가공,안산,,2025,0,0,0.0
농토목,안산,,2025,0,0,0.0
농업기계,안산,,2025,0,0,0.0
농기계,안산,,2025,0,0,0.0
농업토목,안산,,2025,0,0,0.0
농공,안산,,2025,0,0,0.0
공업,안산,,2025,0,0,0.0
건축,안산,,2025,0,0,0.0
토목,안산,,2025,0,0,0.0
건설,안산,,2025,0,0,0.0
전기,안산,,2025,0,0,0.0
전자,안산,,2025,0,0,0.0
통신,안산,,2025,0,0,0.0
전기전자통신,안산,,2025,0,0,0.0
화공,안산,,2025,0,0,0.0
섬유,안산,,2025,0,0,0.0
화공섬유,안산,,2025,0,0,0.0
금속,안산,,2025,0,0,0.0
기계,안산,,2025,0,0,0.0
재료,안산,,2025,0,0,0.0
자동차,안산,,2025,0,0,0.0
기계금속,안산,,2025,0,0,0.0
환경,안산,,2025,0,0,0.0
상업정보,안산,4/6(5.0),2025,4,6,5.0
공예,안산,,2025,0,0,0.0
디자인,안산,,2025,0,0,0.0
디자인공예,안산,1/1(5.0),2025,1,1,5.0
정보컴퓨터,안산,2/2(5.0),2025,2,2,5.0
전자계산,안산,,2025,0,0,0.0
의상,안산,,2025,0,0,0.0
철학,안산,,2025,0,0,0.0
관광,안산,,2025,0,0,0.0
요업,안산,,2025,0,0,0.0
세라믹,안산,,2025,0,0,0.0
농산물유통,안산,,2025,0,0,0.0
미용,안산,,2025,0,0,0.0
조리,안산,,2025,0,0,0.0
연극영화,안산,,2025,0,0,0.0
만화,안산,,2025,0,0,0.0
심리학,안산,,2025,0,0,0.0
진로진학상담,안산,2/2(3.0),2025,2,2,3.0
전문상담,안산,2/2(4.6),2025,2,2,4.6
보건,안산,2/2(2.0),2025,2,2,2.0
사서,안산,,2025,0,0,0.0
도덕윤리,평택,2/2(3.4),2025,2,2,3.4
국어,평택,10/10(1.0),2025,10,10,1.0
수학,평택,9/9(0.7),2025,9,9,0.7
일반사회,평택,5/5(2.0),2025,5,5,2.0
역사,평택,2/2(3.3),2025,2,2,3.3
지리,평택,2/2(2.7),2025,2,2,2.7
통합사회,평택,,2025,0,0,0.0
물리,평택,1/1,2025,1,1,0.0
화학,평택,3/3(3.4),2025,3,3,3.4
생물,평택,9/9(2.2),2025,9,9,2.2
지구과학,평택,,2025,0,0,0.0
통합과학,평택,2/2(2.0),2025,2,2,2.0
체육,평택,7/7(2.7),2025,7,7,2.7
음악,평택,6/6(1.0),2025,6,6,1.0
미술,평택,4/4(2.0),2025,4,4,2.0
한문,평택,1/1(2.7),2025,1,1,2.7
영어,평택,3/3(2.7),2025,3,3,2.7
일본어,평택,1/1,2025,1,1,0.0
중국어,평택,,2025,0,0,0.0
독일어,평택,,2025,0,0,0.0
프랑스어,평택,,2025,0,0,0.0
러시아어,평택,,2025,0,0,0.0
스페인어,평택,,2025,0,0,0.0
아랍어,평택,,2025,0,0,0.0
기술가정,평택,,2025,0,0,0.0
기술,평택,6/6(3.0),2025,6,6,3.0
가정,평택,,2025,0,0,0.0
농업,평택,,2025,0,0,0.0
임업,평택,,2025,0,0,0.0
원예,평택,,2025,0,0,0.0
조경,평택,,2025,0,0,0.0
식물자원조경,평택,,2025,0,0,0.0
축산,평택,,2025,0,0,0.0
잠업,평택,,2025,0,0,0.0
동물자원,평택,,2025,0,0,0.0
식품가공,평택,,2025,0,0,0.0
농토목,평택,,2025,0,0,0.0
농업기계,평택,,2025,0,0,0.0
농기계,평택,,2025,0,0,0.0
농업토목,평택,,2025,0,0,0.0
농공,평택,,2025,0,0,0.0
공업,평택,,2025,0,0,0.0
건축,평택,,2025,0,0,0.0
토목,평택,,2025,0,0,0.0
건설,평택,,2025,0,0,0.0
전기,평택,,2025,0,0,0.0
전자,평택,,2025,0,0,0.0
통신,평택,,2025,0,0,0.0
전기전자통신,평택,,2025,0,0,0.0
화공,평택,,2025,0,0,0.0
섬유,평택,,2025,0,0,0.0
화공섬유,평택,,2025,0,0,0.0
금속,평택,,2025,0,0,0.0
기계,평택,,2025,0,0,0.0
재료,평택,,2025,0,0,0.0
자동차,평택,,2025,0,0,0.0
기계금속,평택,,2025,0,0,0.0
환경,평택,,2025,0,0,0.0
상업정보,평택,2/2(5.0),2025,2,2,5.0
공예,평택,,2025,0,0,0.0
디자인,평택,,2025,0,0,0.0
디자인공예,평택,,2025,0,0,0.0
정보컴퓨터,평택,1/1(2.7),2025,1,1,2.7
전자계산,평택,,2025,0,0,0.0
의상,평택,,2025,0,0,0.0
철학,평택,,2025,0,0,0.0
관광,평택,,2025,0,0,0.0
요업,평택,,2025,0,0,0.0
세라믹,평택,,2025,0,0,0.0
농산물유통,평택,,2025,0,0,0.0
미용,평택,,2025,0,0,0.0
조리,평택,,2025,0,0,0.0
연극영화,평택,,2025,0,0,0.0
만화,평택,,2025,0,0,0.0
심리학,평택,,2025,0,0,0.0
진로진학상담,평택,,2025,0,0,0.0
전문상담,평택,1/2(9.0),2025,1,2,9.0
보건,평택,1/1(3.2),2025,1,1,3.2
사서,평택,,2025,0,0,0.0
도덕윤리,군포,10/10(2.0),2025,10,10,2.0
국어,군포,24/42(5.2),2025,24,42,5.2
수학,군포,15/39(7.1),2025,15,39,7.1
일반사회,군포,5/5(3.10),2025,5,5,3.1
역사,군포,10/11(3.0),2025,10,11,3.0
지리,군포,6/6(3.3),2025,6,6,3.3
통합사회,군포,3/6(6.8),2025,3,6,6.8
물리,군포,5/5(4.0),2025,5,5,4.0
화학,군포,7/10(5.0),2025,7,10,5.0
생물,군포,8/10(5.0),2025,8,10,5.0
지구과학,군포,4/5(4.9),2025,4,5,4.9
통합과학,군포,,2025,0,0,0.0
체육,군포,13/13(3.0),2025,13,13,3.0
음악,군포,7/10(4.6),2025,7,10,4.6
미술,군포,4/10(7.6),2025,4,10,7.6
한문,군포,2/3(3.10),2025,2,3,3.1
영어,군포,17/29(5.3),2025,17,29,5.3
일본어,군포,1/1(3.10),2025,1,1,3.1
